ImageNumber,ObjectNumber,FileName_Draq5,FileName_Vimentin,PathName_Draq5,PathName_Vimentin,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_Draq5,Intensity_IntegratedIntensityEdge_Vimentin,Intensity_IntegratedIntensity_Draq5,Intensity_IntegratedIntensity_Vimentin,Intensity_LowerQuartileIntensity_Draq5,Intensity_LowerQuartileIntensity_Vimentin,Intensity_MADIntensity_Draq5,Intensity_MADIntensity_Vimentin,Intensity_MassDisplacement_Draq5,Intensity_MassDisplacement_Vimentin,Intensity_MaxIntensityEdge_Draq5,Intensity_MaxIntensityEdge_Vimentin,Intensity_MaxIntensity_Draq5,Intensity_MaxIntensity_Vimentin,Intensity_MeanIntensityEdge_Draq5,Intensity_MeanIntensityEdge_Vimentin,Intensity_MeanIntensity_Draq5,Intensity_MeanIntensity_Vimentin,Intensity_MedianIntensity_Draq5,Intensity_MedianIntensity_Vimentin,Intensity_MinIntensityEdge_Draq5,Intensity_MinIntensityEdge_Vimentin,Intensity_MinIntensity_Draq5,Intensity_MinIntensity_Vimentin,Intensity_StdIntensityEdge_Draq5,Intensity_StdIntensityEdge_Vimentin,Intensity_StdIntensity_Draq5,Intensity_StdIntensity_Vimentin,Intensity_UpperQuartileIntensity_Draq5,Intensity_UpperQuartileIntensity_Vimentin,Location_CenterMassIntensity_X_Draq5,Location_CenterMassIntensity_X_Vimentin,Location_CenterMassIntensity_Y_Draq5,Location_CenterMassIntensity_Y_Vimentin,Location_CenterMassIntensity_Z_Draq5,Location_CenterMassIntensity_Z_Vimentin,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Draq5,Location_MaxIntensity_X_Vimentin,Location_MaxIntensity_Y_Draq5,Location_MaxIntensity_Y_Vimentin,Location_MaxIntensity_Z_Draq5,Location_MaxIntensity_Z_Vimentin,Number_Object_Number
1,1,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,528,924,786,12,709,0,748.5814393939394,3.534090909090909,5.819292139358016,698,0.989454852490876,25.928179257714298,-3,0.5714285714285714,0.1718422062430294,74.22042826177785,76.02631123499285,5.0,2.062144736561649,2.0,11.0,10.750207066026107,89.14447738170442,196.49747468305833,0.7564469914040115,0.44406805909238756,0.895231569185853,1.9027542709372938,3.998809861484915,0.0023498893715441227,0.007003891281783581,0.0006866559851914644,0.0004425114020705223,0.4748794485422747,0.1948301334428807,0.009582665748894215,0.008316166698932648,0.011047531850636005,0.010818646289408207,0.003524349675336409,0.007105012453855976,0.0036037012707145714,0.0075735035255396115,0.0030060273129493,0.0073701078072190285,0.0022583352401852608,0.006271458230912685,0.0022583352401852608,0.006225680932402611,0.001496224177755489,0.0004056734339915602,0.0015622685478717702,0.0007996183591620692,0.00442511634901166,0.007995727472007275,749.0548369497631,748.7412787801039,3.5715775038679762,3.4226900494536925,0.0,0.0,748.5814393939394,3.534090909090909,0,744.0,758.0,1.0,0.0,0.0,0.0,1
1,2,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,20162,27221,223,178,60,11,138.54657276063884,98.96225572859835,4.228495814184567,21586,0.3883178572171214,160.22189519834782,-41,0.7406781528966606,0.23649071536159066,168.34961139269478,175.4223474931287,48.010415536631214,15.59636293710646,13.601470508735444,159.75101623655513,155.13845932167348,18.9849870013589,1035.0580079512686,0.9340313165940888,4.383489795261994,6.617731083650142,120.7498604755383,165.816466730088,0.0036469062324613333,0.007324330508708954,0.0019378960132598877,0.0007171737961471081,4.35009367910631,2.8722265834587866,0.01918059028685093,0.008789196610450745,0.027512015774846077,0.01597619615495205,0.004668253243090515,0.007047636936794614,0.005988982267410887,0.008224207257716894,0.0053864349611103535,0.0079499501734972,0.0022583352401852608,0.0060120546258986,0.002243076218292117,0.0060120546258986,0.00239732420877144,0.0004174468918340026,0.0030357236833815065,0.0012577798636912339,0.007660028990358114,0.00883497390896082,140.79948698922092,137.31115928281992,102.68350451034529,96.36929620605453,0.0,0.0,138.54657276063884,98.96225572859835,0,129.0,136.0,151.0,31.0,0.0,0.0,2
1,3,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,7228,14241,1024,132,883,31,962.1745987825125,82.84214167127836,15.721977586447583,9587,0.7726387045220685,95.93213971003543,-51,0.5075486272031459,0.06360522997196005,125.26919898076066,145.33065746772084,30.265491900843113,8.658139001803413,6.082762530298219,92.93270965914081,79.52664876730512,-70.27594441245071,1194.999133448223,0.7539376238656514,3.765789304394275,7.92835902236402,24.339513452956453,56.435554332565516,0.002334630349650979,0.007034409325569868,0.00035095750354230404,0.0005951016210019588,1.6117457083376674,0.7483259761993327,0.011505302973091602,0.009140154346823692,0.014312963001430035,0.013809414580464363,0.0033503463562226644,0.007053700197832758,0.0033673925640504226,0.007807907350936015,0.0026550698094069958,0.007537956815212965,0.002243076218292117,0.006118868011981249,0.002243076218292117,0.006042572669684887,0.0014136023918751208,0.0003949785157538813,0.0014285099823437481,0.0010436410926823398,0.004058899823576212,0.008346685208380222,963.1232946311007,962.8813774323892,81.53918333916782,83.08801909344875,0.0,0.0,962.1745987825125,82.84214167127836,0,983.0,978.0,59.0,86.0,0.0,0.0,3
1,4,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,6860,12740,659,144,519,53,597.3116618075802,91.99008746355685,20.372716818379118,8993,0.8012144512568373,93.45813649374364,-78,0.5384615384615384,0.04908525499642033,128.99520881383054,140.57738082636197,24.698178070456937,6.4937405076617525,4.242640687119285,89.70003593477824,77.18780583457048,77.1714754805397,1325.2306268470488,0.7628155231846993,5.5709621561691165,8.81959272781387,29.612634853459895,52.10406731721014,0.0024872205685824156,0.0069886320270597935,0.0013885709922760725,0.0005035474896430969,3.4542622017155287,0.9877128767186987,0.018402380868792534,0.008545052260160446,0.024200808256864548,0.011520561762154102,0.004471077171885327,0.007078324821680473,0.004316710620037885,0.007595345089972323,0.0037689784076064825,0.007446402683854103,0.0022583352401852608,0.006149386055767536,0.002243076218292117,0.006027313880622387,0.0022048314737935044,0.00040265846209272267,0.0021003329924726773,0.0008148469797677502,0.005371175706386566,0.00804150477051735,598.3187249509627,598.283815268852,95.29428951298438,91.81546107788378,0.0,0.0,597.3116618075802,91.99008746355685,0,577.0,611.0,81.0,81.0,0.0,0.0,4
1,5,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,3781,7050,949,230,855,155,899.8447500661201,192.9735519703782,11.895715250529763,4899,0.7427740418923602,69.3838505608016,-34,0.5363120567375886,0.084063881737205,87.43100051033223,95.12623192369179,23.40939982143925,6.283317616468687,4.123105625617661,67.30216548942123,58.53874215186705,-76.61841786222223,751.8021279348029,0.7717901612573995,2.5185931453015655,4.926619449164718,13.44031447544694,28.383596976287663,0.0023498893715441227,0.0069733732379972935,0.0006713969632983208,0.0004577711224555969,1.2072371801478055,0.07388854235965835,0.0120241092517972,0.008499274961650372,0.0158236064016819,0.01100175455212593,0.0036082996351025293,0.007058194053244583,0.003554698353728363,0.007506902136018953,0.002990768291056156,0.0073853665962815285,0.0022583352401852608,0.0061036087572574615,0.0022583352401852608,0.0059967958368361,0.0015770716280120185,0.0004010172740713712,0.0015475176604705047,0.0007306957289525542,0.00428778538480401,0.0079346913844347,898.6402610671036,899.9086854053622,192.8921402981237,193.0105896415797,0.0,0.0,899.8447500661201,192.9735519703782,0,866.0,890.0,197.0,186.0,0.0,0.0,5
1,6,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,11441,20572,661,307,522,159,596.6731054977712,234.79180141596015,20.675330134353345,15194,0.6957916454784528,120.69438110912618,-98,0.5561442737701731,0.048366821400275394,153.38555686766287,165.3602128687551,24.698178070456937,6.4925105489356785,5.0,125.53285239212471,110.1682070607881,-23.747793841179316,1724.1027765731908,0.7529946031328156,7.82394151436165,11.240909629501402,55.14921872783452,87.62664353754371,0.0028381780721247196,0.0069886320270597935,0.00157167948782444,0.0005188067443668842,5.081868511640642,1.5267761875711066,0.01875333860516548,0.008758679032325745,0.027374684810638428,0.014190890826284885,0.004899149351510113,0.0070387662050728885,0.004820314546616075,0.007659002144702711,0.004226749297231436,0.007431143894791603,0.0022278171963989735,0.0061036087572574615,0.0022278171963989735,0.005966277793049812,0.0024290439662159823,0.0003855022445309337,0.002436634242166724,0.0009470023351454332,0.006073090713471174,0.008087282069027424,596.4012238895081,596.7588908969577,229.71721099301044,236.31616567433824,0.0,0.0,596.6731054977712,234.79180141596015,0,566.0,593.0,201.0,279.0,0.0,0.0,6
1,7,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,1524,3016,1024,332,995,228,1014.1384514435696,276.12664041994753,10.485605530326046,2027,0.9627637233998391,44.05016533653861,-21,0.5053050397877984,0.09536883655482178,93.53025428020032,103.01941564578979,9.0,2.742950958446048,2.0,28.0,25.285366341418253,0.8740513227637837,448.1198410471445,0.7518500246669956,1.2086060987785459,2.567895059939474,4.942473529372364,11.045731456950307,0.002334630349650979,0.006851301062852144,0.00015259021893143654,0.0003509577363729477,1.1786069288658667,0.10057659576449891,0.012771801091730595,0.00872816052287817,0.012771801091730595,0.009308003820478916,0.0033203464252157854,0.007054656758075478,0.003243092867042234,0.007247855286712799,0.0024567025247961283,0.007186999544501305,0.0022735942620784044,0.0061951628886163235,0.0022583352401852608,0.006134126801043749,0.0014047805459390216,0.0004160031723453342,0.001368333846826772,0.0005487487317790635,0.003784237429499626,0.007568474858999252,1014.0508420667877,1014.2155807101816,277.3019867050357,276.06209022360804,0.0,0.0,1014.1384514435696,276.12664041994753,0,1019.0,1017.0,315.0,275.0,0.0,0.0,7
1,8,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,12737,29484,598,456,346,339,462.70997880191567,397.26442647405196,58.09575095113236,20140,0.9308136692031875,127.34697515564227,-166,0.4319970153303487,0.017212962800690138,244.96068191283496,251.5094431626773,26.1725046566048,5.141983002597211,3.1622776601683795,110.38621398541721,89.53167595855851,-88.45631583512544,3049.3739879600557,0.6324230387288977,13.26344718108885,20.217166722752154,56.88682455033995,95.33931630291045,0.0025329976342618465,0.006912337150424719,0.0014724956126883626,0.00043488224036991596,10.886708206214482,1.082479279329625,0.018310826271772385,0.009216449223458767,0.021042190492153168,0.012848096899688244,0.004619800481048014,0.007041855354493958,0.004466265568841952,0.007485225430078546,0.003875791560858488,0.00730144209228456,0.0022583352401852608,0.005920500494539738,0.002243076218292117,0.005920500494539738,0.0022751377771213677,0.0004102614672842445,0.002261571829471686,0.0008387651686343599,0.005600061267614365,0.007843137718737125,451.8233241513892,463.7890906074684,397.2985744963742,397.3497441234262,0.0,0.0,462.70997880191567,397.26442647405196,0,369.0,506.0,397.0,401.0,0.0,0.0,8
1,9,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,4359,11844,937,707,811,613,880.1027758660243,657.6664372562515,21.24279620003732,6520,0.8671424652607759,74.49866559543584,-59,0.3680344478216819,0.0470747819911883,118.23206832677268,131.10301293257908,18.601075237738275,4.554793733215501,3.0,65.30667300101528,58.88668547471753,-59.25457865981541,1078.708765546351,0.6685582822085889,3.035202582832426,7.026535566430539,13.1286336411722,32.04014699999243,0.002334630349650979,0.006912337150424719,6.103608757257462e-05,0.000381475780159235,0.9238109346931783,0.18942050241562153,0.009124895557761192,0.008789196610450745,0.01335164438933134,0.010589761659502983,0.0030443355896012294,0.0070476786022372504,0.0030118452950612987,0.007350343427389867,0.0023651483934372663,0.007263294421136379,0.0022583352401852608,0.006042572669684887,0.002243076218292117,0.006027313880622387,0.001203821327190593,0.0003992358246991003,0.0011644818111934978,0.0006182357782541103,0.0033722438383847475,0.0076905470341444016,881.0250237109532,879.9142888849312,657.612719888643,657.6852198198092,0.0,0.0,880.1027758660243,657.6664372562515,0,906.0,888.0,629.0,662.0,0.0,0.0,9
1,10,Trial1_1-0002.tif,Trial1_1-0001.tif,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day3_N1_Vimentin_231/RM/RM_FIP,1871,5185,265,884,204,799,238.36611437733833,838.4831640833779,34.92898541009695,3432,0.8251270791111037,48.80810576327963,-43,0.36084860173577626,0.028629517527037275,77.36286444473119,84.1486779456457,6.0,1.771107411545289,1.4142135623730951,58.528708819668665,43.70593122341311,6.072958928717489,906.222438151586,0.5451631701631702,3.0279850747901946,6.145983164198697,6.5276570385321975,13.377050643321127,0.0023498893715441227,0.00680552376434207,0.0005798428319394588,0.0003204396925866604,0.3195712168204299,0.016028395767710233,0.012054627761244774,0.008499274961650372,0.01258869282901287,0.009063859470188618,0.003476446698955447,0.0070562378463819705,0.0034888599885260275,0.007149679659711986,0.0028992141596972942,0.007095445413142443,0.0022735942620784044,0.0060883499681949615,0.002243076218292117,0.0060883499681949615,0.0015219539099621806,0.00040623125696943304,0.0015378591119454752,0.0004791903075545079,0.004184786812402308,0.00745021749753505,238.30028286874764,238.37292237813597,838.7958811681315,838.4686533771227,0.0,0.0,238.36611437733833,838.4831640833779,0,225.0,245.0,842.0,824.0,0.0,0.0,10
